Randomizer Version: 4.4.0
Random Seed: 191563861191468
Settings String: 318WRIEEjIAAAMABgCRAAKeBnsECQEAFAACCQAuEgAAAAAABRi45ATkAYYICTIGBAIyAAIQRmlyZSBSZWQgKFUpIDEuMZoolK7jwziK

--Patching for National Dex at Start of Game--
Patch successful!

--Randomized Evolutions--
BULBASAUR       -> NIDORINA       
KABUTOPS Lv36            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv42            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv27            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv30            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv39            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv30            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 
KABUTOPS Lv39            HP 117 ATK 117 DEF 32  SPATK 33  SPDEF 118 SPEED 79 

Set #224 - ALTERING CAVE Grass/Cave (rate=5)
STARMIE Lv33             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv36             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv30             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv39             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv33             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv36             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv42             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv27             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv30             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv39             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv30             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 
STARMIE Lv39             HP 63  ATK 198 DEF 103 SPATK 85  SPDEF 15  SPEED 56 

Set #225 - ALTERING CAVE Grass/Cave (rate=5)
BELDUM Lv33              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv36              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv30              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv39              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv33              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv36              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv42              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv27              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv30              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv39              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv30              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 
BELDUM Lv39              HP 44  ATK 23  DEF 72  SPATK 62  SPDEF 62  SPEED 37 

Set #226 - ALTERING CAVE Grass/Cave (rate=5)
FURRET Lv33              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv36              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv30              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv39              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv33              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv36              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv42              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv27              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv30              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv39              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv30              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 
FURRET Lv39              HP 85  ATK 92  DEF 45  SPATK 91  SPDEF 71  SPEED 31 

Set #227 - ALTERING CAVE Grass/Cave (rate=5)
ILLUMISE Lv33            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv36            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv30            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv39            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv33            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv36            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv42            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv27            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv30            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv39            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv30            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106
ILLUMISE Lv39            HP 113 ATK 77  DEF 26  SPATK 66  SPDEF 13  SPEED 106


--TM Moves--
TM01 HEADBUTT
TM02 TRI ATTACK
TM03 WISH
TM04 PAY DAY
TM05 ANCIENTPOWER
TM06 VICEGRIP
TM07 OCTAZOOKA
TM08 SANDSTORM
TM09 DIZZY PUNCH
TM10 LOCK-ON
TM11 STRING SHOT
TM12 GLARE
TM13 WRAP
TM14 EXTRASENSORY
TM15 DOUBLE TEAM
TM16 FAINT ATTACK
TM17 SKETCH
TM18 PAIN SPLIT
TM19 THUNDER
TM20 SAND-ATTACK
TM21 WATER SPORT
TM22 LOVELY KISS
TM23 ABSORB
TM24 SCREECH
TM25 FRUSTRATION
TM26 FIRE BLAST
TM27 PROTECT
TM28 KARATE CHOP
TM29 BLAST BURN
TM30 CHARGE
TM31 ERUPTION
TM32 HYDRO PUMP
TM33 WITHDRAW
TM34 STUN SPORE
TM35 DYNAMICPUNCH
TM36 WATER SPOUT
TM37 HYPER FANG
TM38 ICE BALL
TM39 DIG
TM40 BRICK BREAK
TM41 IRON DEFENSE
TM42 MUD SPORT
TM43 LIGHT SCREEN
TM44 HEAL BELL
TM45 SUPER FANG
TM46 DRAGONBREATH
TM47 METRONOME
TM48 PSYBEAM
TM49 ODOR SLEUTH
TM50 SPLASH

--TM Compatibility--
  1 BULBASAUR     |TM01 HEADBUTT |              - |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |TM11 STRING SHOT |TM12 GLARE |TM13 WRAP |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |          - |              - |           - |TM20 SAND-ATTACK |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |              - |TM27 PROTECT |               - |TM29 BLAST BURN |          - |TM31 ERUPTION |              - |TM33 WITHDRAW |TM34 STUN SPORE |                - |TM36 WATER SPOUT |TM37 HYPER FANG |TM38 ICE BALL |       - |TM40 BRICK BREAK |                - |             - |                - |             - |TM45 SUPER FANG |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  2 IVYSAUR       |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |             - |TM08 SANDSTORM |               - |           - |TM11 STRING SHOT |         - |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |                - |TM17 SKETCH |              - |TM19 THUNDER |TM20 SAND-ATTACK |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |TM26 FIRE BLAST |TM27 PROTECT |TM28 KARATE CHOP |TM29 BLAST BURN |TM30 CHARGE |            - |              - |            - |              - |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |              - |            - |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |             - |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  3 VENUSAUR      |            - |              - |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |             - |               - |           - |TM11 STRING SHOT |         - |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |                - |TM17 SKETCH |              - |           - |               - |               - |               - |          - |TM24 SCREECH |               - |TM26 FIRE BLAST |           - |TM28 KARATE CHOP |              - |          - |TM31 ERUPTION |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |                - |               - |              - |TM38 ICE BALL |       - |               - |                - |TM42 MUD SPORT |TM43 LIGHT SCREEN |             - |              - |                - |             - |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  4 CHARMANDER    |            - |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |TM11 STRING SHOT |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |                - |TM17 SKETCH |              - |           - |               - |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |           - |               - |              - |           - |               - |TM29 BLAST BURN |TM30 CHARGE |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |                - |TM36 WATER SPOUT |              - |TM38 ICE BALL |       - |               - |                - |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  5 CHARMELEON    |            - |TM02 TRI ATTACK |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |             - |               - |TM10 LOCK-ON |               - |         - |TM13 WRAP |TM14 EXTRASENSORY |               - |                - |          - |TM18 PAIN SPLIT |           - |               - |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |           - |TM25 FRUSTRATION |TM26 FIRE BLAST |           - |               - |TM29 BLAST BURN |          - |TM31 ERUPTION |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |                - |TM36 WATER SPOUT |              - |TM38 ICE BALL |       - |TM40 BRICK BREAK |                - |             - |TM43 LIGHT SCREEN |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  6 CHARIZARD     |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |             - |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |TM11 STRING SHOT |         - |        - |                - |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |TM17 SKETCH |TM18 PAIN SPLIT |           - |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |TM26 FIRE BLAST |TM27 PROTECT |TM28 KARATE CHOP |              - |          - |TM31 ERUPTION |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |TM35 DYNAMICPUNCH |               - |              - |TM38 ICE BALL |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |             - |TM45 SUPER FANG |                - |TM47 METRONOME |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  7 SQUIRTLE      |            - |              - |TM03 WISH |TM04 PAY DAY |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |           - |TM11 STRING SHOT |TM12 GLARE |TM13 WRAP |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |          - |TM18 PAIN SPLIT |TM19 THUNDER |               - |               - |               - |          - |           - |               - |              - |           - |TM28 KARATE CHOP |              - |          - |TM31 ERUPTION |              - |TM33 WITHDRAW |              - |                - |TM36 WATER SPOUT |TM37 HYPER FANG |TM38 ICE BALL |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  8 WARTORTLE     |            - |              - |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |         - |TM13 WRAP |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |TM17 SKETCH |TM18 PAIN SPLIT |TM19 THUNDER |TM20 SAND-ATTACK |TM21 WATER SPORT |TM22 LOVELY KISS |          - |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |           - |               - |              - |          - |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |TM34 STUN SPORE |TM35 DYNAMICPUNCH |               - |TM37 HYPER FANG |            - |       - |TM40 BRICK BREAK |                - |             - |TM43 LIGHT SCREEN |             - |TM45 SUPER FANG |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
  9 BLASTOISE     |            - |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |TM11 STRING SHOT |         - |        - |                - |TM15 DOUBLE TEAM |                - |          - |TM18 PAIN SPLIT |TM19 THUNDER |               - |TM21 WATER SPORT |               - |TM23 ABSORB |           - |               - |TM26 FIRE BLAST |TM27 PROTECT |               - |TM29 BLAST BURN |TM30 CHARGE |TM31 ERUPTION |              - |TM33 WITHDRAW |TM34 STUN SPORE |                - |TM36 WATER SPOUT |TM37 HYPER FANG |TM38 ICE BALL |       - |TM40 BRICK BREAK |                - |TM42 MUD SPORT |                - |             - |              - |TM46 DRAGONBREATH |TM47 METRONOME |           - |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 10 CATERPIE      |TM01 HEADBUTT |              - |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |             - |TM08 SANDSTORM |               - |TM10 LOCK-ON |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |                - |          - |              - |           - |TM20 SAND-ATTACK |               - |               - |          - |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |           - |               - |              - |TM30 CHARGE |TM31 ERUPTION |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |              - |            - |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |TM44 HEAL BELL |TM45 SUPER FANG |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 11 METAPOD       |            - |              - |        - |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |             - |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |        - |                - |TM15 DOUBLE TEAM |                - |          - |              - |TM19 THUNDER |               - |               - |TM22 LOVELY KISS |          - |           - |               - |              - |           - |               - |              - |TM30 CHARGE |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |TM34 STUN SPORE |                - |               - |              - |            - |       - |TM40 BRICK BREAK |                - |             - |                - |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 12 BUTTERFREE    |TM01 HEADBUTT |              - |TM03 WISH |TM04 PAY DAY |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |         - |        - |                - |               - |                - |TM17 SKETCH |              - |           - |TM20 SAND-ATTACK |TM21 WATER SPORT |               - |          - |           - |TM25 FRUSTRATION |              - |           - |TM28 KARATE CHOP |TM29 BLAST BURN |TM30 CHARGE |            - |              - |            - |              - |TM35 DYNAMICPUNCH |               - |              - |            - |TM39 DIG |TM40 BRICK BREAK |TM41 IRON DEFENSE |             - |TM43 LIGHT SCREEN |             - |              - |                - |TM47 METRONOME |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 13 WEEDLE        |            - |TM02 TRI ATTACK |        - |           - |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |TM13 WRAP |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |TM17 SKETCH |TM18 PAIN SPLIT |TM19 THUNDER |TM20 SAND-ATTACK |TM21 WATER SPORT |               - |TM23 ABSORB |TM24 SCREECH |TM25 FRUSTRATION |              - |           - |               - |              - |          - |TM31 ERUPTION |              - |TM33 WITHDRAW |              - |                - |               - |              - |TM38 ICE BALL |TM39 DIG |TM40 BRICK BREAK |                - |             - |                - |             - |              - |TM46 DRAGONBREATH |TM47 METRONOME |           - |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 14 KAKUNA        |TM01 HEADBUTT |TM02 TRI ATTACK |        - |TM04 PAY DAY |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |TM11 STRING SHOT |TM12 GLARE |TM13 WRAP |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |TM17 SKETCH |              - |TM19 THUNDER |TM20 SAND-ATTACK |               - |               - |          - |           - |TM25 FRUSTRATION |              - |TM27 PROTECT |TM28 KARATE CHOP |              - |          - |TM31 ERUPTION |              - |            - |              - |                - |               - |              - |TM38 ICE BALL |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |             - |TM45 SUPER FANG |                - |             - |           - |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 15 BEEDRILL      |            - |              - |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |             - |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |         - |        - |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |TM17 SKETCH |              - |TM19 THUNDER |TM20 SAND-ATTACK |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |              - |           - |TM28 KARATE CHOP |TM29 BLAST BURN |          - |TM31 ERUPTION |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |            - |TM39 DIG |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |TM47 METRONOME |           - |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 16 PIDGEY        |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |                - |            - |TM07 OCTAZOOKA |             - |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |TM12 GLARE |TM13 WRAP |                - |               - |TM16 FAINT ATTACK |TM17 SKETCH |              - |TM19 THUNDER |               - |TM21 WATER SPORT |               - |          - |           - |               - |TM26 FIRE BLAST |           - |TM28 KARATE CHOP |TM29 BLAST BURN |          - |            - |              - |            - |TM34 STUN SPORE |                - |               - |TM37 HYPER FANG |            - |TM39 DIG |               - |                - |             - |TM43 LIGHT SCREEN |             - |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 17 PIDGEOTTO     |TM01 HEADBUTT |TM02 TRI ATTACK |        - |           - |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |             - |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |                - |TM17 SKETCH |              - |           - |               - |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |           - |               - |TM26 FIRE BLAST |TM27 PROTECT |TM28 KARATE CHOP |              - |TM30 CHARGE |            - |              - |            - |              - |TM35 DYNAMICPUNCH |               - |              - |            - |       - |               - |                - |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |                - |TM47 METRONOME |           - |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 18 PIDGEOT       |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |TM13 WRAP |TM14 EXTRASENSORY |               - |                - |          - |TM18 PAIN SPLIT |           - |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |          - |TM24 SCREECH |               - |              - |TM27 PROTECT |TM28 KARATE CHOP |              - |          - |            - |              - |            - |TM34 STUN SPORE |TM35 DYNAMICPUNCH |               - |TM37 HYPER FANG |            - |TM39 DIG |TM40 BRICK BREAK |TM41 IRON DEFENSE |             - |TM43 LIGHT SCREEN |             - |              - |                - |             - |           - |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 19 RATTATA       |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |          - |TM18 PAIN SPLIT |           - |TM20 SAND-ATTACK |TM21 WATER SPORT |               - |          - |           - |TM25 FRUSTRATION |              - |TM27 PROTECT |TM28 KARATE CHOP |TM29 BLAST BURN |          - |            - |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |                - |               - |              - |TM38 ICE BALL |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |             - |TM43 LIGHT SCREEN |             - |              - |                - |TM47 METRONOME |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 20 RATICATE      |TM01 HEADBUTT |              - |        - |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |TM08 SANDSTORM |               - |           - |               - |         - |TM13 WRAP |                - |               - |                - |          - |TM18 PAIN SPLIT |           - |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |          - |           - |TM25 FRUSTRATION |              - |TM27 PROTECT |TM28 KARATE CHOP |              - |TM30 CHARGE |            - |              - |TM33 WITHDRAW |TM34 STUN SPORE |                - |TM36 WATER SPOUT |TM37 HYPER FANG |TM38 ICE BALL |       - |TM40 BRICK BREAK |                - |TM42 MUD SPORT |                - |             - |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
 21 SPEAROW       |            - |              - |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |             - |               - |           - |               - |TM12 GLARE |TM13 WRAP |                - |               - |                - |TM17 SKETCH |              - |TM19 THUNDER |               - |TM21 WATER SPORT |               - |TM23 ABSORB |TM24 SCREECH |               - |              - |           - |               - |              - |TM30 CHARGE |TM31 ERUPTION |              - |            - |              - |                - |TM36 WATER SPOUT |              - |            - |TM39 DIG |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |             - |TM45 SUPER FANG |                - |             - |           - |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
